address,city,zipcode,beds,baths,sqft,value,taxes,lat,lng,monthly_hoa,districtMatch,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,percentofWhiteStudents,rankMovement,"Median household income (in 2019 dollars), 2015-2019",beds_3,beds_4,beds_5,baths_2,baths_3,baths_4
20763 E 44th Avenue,Denver,80249,2,1,801,399000,1841,39.77800622,-104.7489264,0.0,Mapleton 1 School District,51.25,0.92,1.49,65.61,0.51,0.1,1.73,9.64,-14.8,68592.0,0,0,0,0,0,0
1175 S Winona Court,Denver,80219,3,2,1130,395000,1711,39.69580444,-105.04744039,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,68592.0,1,0,0,1,0,0
2820 W Park Place,Denver,80219,2,1,662,395000,1283,39.71915651,-105.02332183,0.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,68592.0,0,0,0,0,0,0
4968 Julian Street,Denver,80221,2,1,670,394000,1722,39.78685506,-105.0307709,0.0,Sheridan 2 School District,88.49,3.6,1.44,75.5,2.01,0.16,3.14,14.15,-51.0,68592.0,0,0,0,0,0,0
7793 Navajo Street,Denver,80221,3,2,1017,392000,1689,39.83796,-105.00447,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,68592.0,1,0,0,1,0,0
701 Drake Street,Denver,80221,3,1,960,390000,2012,39.83500348,-104.99560365,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,68592.0,1,0,0,0,0,0
440 Lowell Boulevard,Denver,80204,2,1,1028,389000,1612,39.72366,-105.03476,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,68592.0,0,0,0,0,0,0
440 Lowell Boulevard,Denver,80204,2,1,1028,389000,1612,39.72366077,-105.03488802,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,68592.0,0,0,0,0,0,0
1640 Yosemite Street,Denver,80220,3,2,1676,385000,2404,39.74276821,-104.88431858,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,68592.0,1,0,0,1,0,0
4341 W Center Avenue Unit C,Denver,80219,4,2,1919,385000,1489,39.70608561,-105.04489576,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,68592.0,0,1,0,1,0,0
5552 Xanadu Street,Denver,80239,3,1,1064,381000,1383,39.79601027,-104.829601,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,68592.0,1,0,0,0,0,0
1550 E Dartmouth Avenue,Englewood,80113,5,2,2727,750000,2755,39.6602763,-104.96920823,0.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,59774.0,0,0,1,1,0,0
573 E Amherst Place,Englewood,80113,4,3,2256,699900,2369,39.66538119,-104.98082927,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,0,1,0,0,1,0
2368 E Floyd Place,Englewood,80113,4,4,2094,690000,2460,39.65580508,-104.9599885,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,0,1,0,0,0,1
4940 S Elati Street,Englewood,80110,5,2,2268,659900,1407,39.62687719,-104.9934259,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,59774.0,0,0,1,1,0,0
3336 S Pearl Street,Englewood,80113,3,2,1858,650000,2224,39.65609193,-104.98021459,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,1,0,0,1,0,0
4445 S Delaware Street,Englewood,80110,5,2,1965,649900,1198,39.63572848,-104.99281205,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,59774.0,0,0,1,1,0,0
705 W Nassau Way,Englewood,80110,4,3,2816,629000,2339,39.64301928,-104.995,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,59774.0,0,1,0,0,1,0
1106 W Princeton Place,Englewood,80110,3,2,1661,625000,2051,39.64063429,-105.00057556,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,59774.0,1,0,0,1,0,0
3379 W Wagon Trail Drive,Englewood,80110,5,2,2002,589000,2127,39.63121434,-105.0336191,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,59774.0,0,0,1,1,0,0
3170 W Radcliff Avenue,Englewood,80110,5,2,2470,579000,2645,39.63695393,-105.02761751,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,59774.0,0,0,1,1,0,0
4822 S Grant Street,Englewood,80113,4,3,1828,575000,2019,39.62908794,-104.98415943,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,59774.0,0,1,0,0,1,0
4765 S Bannock Street,Englewood,80110,5,2,2644,570000,1433,39.63006095,-104.99060986,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,0,0,1,1,0,0
4196 S Cherokee Street,Englewood,80110,5,2,2112,569900,2150,39.64063721,-104.99112669,0.0,Adams County 14 School District,83.17,2.39,0.14,85.35,0.46,0.13,1.01,10.52,-5.56,59774.0,0,0,1,1,0,0
3211 S Galapago Street,Englewood,80110,4,2,1960,569900,2156,39.6584238,-104.99612675,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,59774.0,0,1,0,1,0,0
3201 W Farmdale Road,Englewood,80110,4,3,2326,568800,2284,39.63835517,-105.02834294,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,59774.0,0,1,0,0,1,0
3320 W Pimlico Avenue,Englewood,80110,4,2,2195,560000,2091,39.63247265,-105.03127539,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,0,1,0,1,0,0
4165 S Fox Street,Englewood,80110,3,2,1462,549000,1689,39.64097766,-104.99507138,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,1,0,0,1,0,0
3300 S Emerson Street,Englewood,80113,2,1,896,534500,2120,39.65663807,-104.97686368,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,0,0,0,0,0,0
2179 W Vassar Avenue,Englewood,80110,3,2,1900,526000,1397,39.67012933,-105.0128463,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,1,0,0,1,0,0
4165 S Lipan Street,Englewood,80110,3,1,1152,486000,1815,39.64099043,-105.0026664,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,59774.0,1,0,0,0,0,0
4245 S Clarkson Street,Englewood,80113,2,1,1202,479500,1509,39.63956147,-104.97877547,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,59774.0,0,0,0,0,0,0
4349 S Clarkson Street,Englewood,80113,2,1,788,425000,1586,39.6360154,-104.97887566,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,59774.0,0,0,0,0,0,0
3135 S Logan Street,Englewood,80113,2,1,735,424444,1801,39.65979968,-104.98270656,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,59774.0,0,0,0,0,0,0
3391 S Irving Street,Englewood,80110,2,1,910,400000,1648,39.65606638,-105.03007439,0.0,Sheridan 2 School District,88.49,3.6,1.44,75.5,2.01,0.16,3.14,14.15,-51.0,59774.0,0,0,0,0,0,0
3921 S Pearl Street,Englewood,80113,3,1,1433,400000,1669,39.64539376,-104.98103912,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,59774.0,1,0,0,0,0,0
6644 Everett Street,Arvada,80004,3,3,2146,750000,2163,39.81822432,-105.09616809,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,1,0,0,0,1,0
6970 Iris Court,Arvada,80004,4,4,3401,749000,3744,39.82312727,-105.10750374,60.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,0,0,1
8665 W 67th Place,Arvada,80004,5,3,3355,700000,2062,39.8192257,-105.09363528,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,0,1,0,1,0
8113 Ammons Way,Arvada,80005,4,4,3119,699900,3204,39.84438,-105.08764,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,0,0,1
6447 Independence Court,Arvada,80004,4,3,3080,699000,2747,39.81483017,-105.10521777,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,0,1,0
8225 W 66 Avenue,Arvada,80004,3,2,2016,675000,2345,39.81652904,-105.08887446,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,1,0,0,1,0,0
6453 Kendall Street,Arvada,80003,4,3,2386,660000,1741,39.81465933,-105.0665484,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,0,1,0
5776 W 80th Circle,Arvada,80003,4,3,3128,655000,3105,39.84203135,-105.06073381,55.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,0,1,0
7140 N Gladiola,Arvada,80004,4,4,2757,652000,3008,39.82595745,-105.16273785,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,0,0,1
7013 Quail Street,Arvada,80004,4,3,3000,644900,2980,39.82506513,-105.12356876,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,0,1,0,0,1,0
7685 Jellison Circle,Arvada,80005,4,3,2323,638000,3412,39.83654426,-105.108171,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,0,1,0,0,1,0
8326 W 71st Place,Arvada,80004,4,3,2306,624950,1869,39.82616315,-105.08970947,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,0,1,0
4675 W 63rd Place,Arvada,80003,3,4,2319,624300,3893,39.81248,-105.04758,68.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,1,0,0,0,0,1
6110 Johnson Way,Arvada,80004,5,3,2220,619900,2186,39.80908449,-105.1103137,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,0,0,1,0,1,0
10009 W 60th Avenue,Arvada,80004,5,3,2516,615000,1493,39.80603349,-105.11026173,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,0,1,0,1,0
7943 W 62nd Way,Arvada,80004,4,3,3151,610000,3311,39.81065087,-105.08500872,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,0,1,0
6487 Independence Way,Arvada,80004,5,3,1719,599000,1704,39.81520533,-105.10738368,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,0,1,0,1,0
6115 Ames Street,Arvada,80003,4,2,2500,599000,2471,39.80816751,-105.05482793,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,1,0,0
5652 Jellison Street,Arvada,80002,4,2,2178,595000,2866,39.79982771,-105.10791355,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,1,0,0
5975 Robb Court,Arvada,80004,4,3,2393,595000,3005,39.80445311,-105.125254,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,84717.0,0,1,0,0,1,0
7168 Ammons Street,Arvada,80004,3,2,2419,595000,1929,39.82654585,-105.0864551,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,1,0,0,1,0,0
5957 N Flower Street,Arvada,80004,3,2,1413,595000,2248,39.80514598,-105.09954273,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,1,0,0,1,0,0
7721 Garrison Court,Arvada,80005,4,3,2476,595000,2856,39.83620967,-105.1026879,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,0,1,0
7138 Xenon Court,Arvada,80004,3,2,2333,589000,2947,39.82595924,-105.14018981,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,1,0,0,1,0,0
6260 Johnson Way,Arvada,80004,4,3,2005,585000,2370,39.81075619,-105.11223824,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,0,1,0
8945 Cole Drive,Arvada,80004,4,3,2736,585000,3077,39.81024687,-105.09696393,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,0,1,0
5409 Jellison Street,Arvada,80002,4,3,2231,584900,2853,39.79562382,-105.1069316,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,84717.0,0,1,0,0,1,0
6654 Nelson Street,Arvada,80004,5,3,2292,575000,2505,39.81779409,-105.11537906,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,84717.0,0,0,1,0,1,0
6172 Carr Street,Arvada,80004,4,3,2422,575000,2273,39.80845074,-105.09047846,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,84717.0,0,1,0,0,1,0
6651 Harlan Street,Arvada,80003,5,3,2090,560000,2428,39.81763809,-105.06241095,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,0,1,0,1,0
3906 W 63rd Avenue,Arvada,80003,3,2,1065,550000,3371,39.81147974,-105.03842568,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,1,0,0,1,0,0
6777 Vivian Street,Arvada,80004,4,3,2196,550000,2783,39.82052983,-105.13762805,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,0,1,0
6725 Upham Street,Arvada,80003,3,2,2008,550000,2141,39.81924778,-105.0788117,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,84717.0,1,0,0,1,0,0
6012 Newcombe Court,Arvada,80004,5,3,1879,550000,1876,39.80625711,-105.11785029,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,0,1,0,1,0
5609 Yukon Street,Arvada,80002,3,2,1043,550000,1937,39.79968803,-105.08285911,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,1,0,0,1,0,0
8945 W 55th Avenue,Arvada,80002,2,2,1413,549900,1905,39.79777668,-105.09678816,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,0,0,1,0,0
8600 W 52nd Avenue,Arvada,80002,4,3,2298,549900,2926,39.79083873,-105.09246961,0.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,84717.0,0,1,0,0,1,0
7135 Newland Street,Arvada,80003,4,2,1794,545000,2316,39.82659254,-105.06949316,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,1,0,0
6162 Estes Street,Arvada,80004,4,2,1820,545000,3005,39.80892327,-105.095245,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,1,0,0
6540 Van Gordon Court,Arvada,80004,4,2,2000,529000,2690,39.8153054,-105.13571879,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,1,0,1,0,0
5374 Braun Street,Arvada,80002,3,2,1615,529000,3281,39.79388325,-105.15031602,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,1,0,0,1,0,0
7231 Eaton Circle,Arvada,80003,3,3,2305,529000,1460,39.82754231,-105.06051362,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,1,0,0,0,1,0
4100 W 64th Avenue,Arvada,80003,5,2,1136,525000,4796,39.81264834,-105.04066,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,0,1,1,0,0
6610 Quay Street,Arvada,80003,4,2,1776,525000,2250,39.81753353,-105.07288158,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,1,0,0
7653 Newland Street,Arvada,80003,4,2,1848,525000,2209,39.83613718,-105.07093593,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,1,0,0
11720 W 74th Avenue,Arvada,80005,3,2,1200,520000,1991,39.83012432,-105.1298015,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,84717.0,1,0,0,1,0,0
6125 W 78th Place,Arvada,80003,4,2,1560,519900,2218,39.83879398,-105.06363177,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,1,0,0
7181 Van Gordon Street,Arvada,80004,3,3,2009,505000,2780,39.82629626,-105.136336,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,1,0,0,0,1,0
7161 Van Gordon Street,Arvada,80004,4,2,1666,504900,2362,39.82606433,-105.1362743,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,84717.0,0,1,0,1,0,0
9834 W 53rd Place,Arvada,80002,3,2,1715,499900,2860,39.79234315,-105.10768527,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,1,0,0,1,0,0
7584 Kendall Street,Arvada,80003,4,2,1583,484999,1600,39.83403247,-105.0662003,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,1,0,0
7653 Webster Way,Arvada,80003,4,2,1858,480000,1977,39.83638326,-105.08117,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,84717.0,0,1,0,1,0,0
6718 W 79th Circle,Arvada,80003,3,2,2288,475000,2343,39.8407884,-105.07204544,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,1,0,0,1,0,0
4830 Estes Street,Arvada,80002,2,1,858,440000,1806,39.78470363,-105.09495153,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,0,0,0,0,0,0
6835 Reno Drive,Arvada,80002,2,1,976,439000,1003,39.79781784,-105.07221327,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,84717.0,0,0,0,0,0,0
5733 W 76th Drive,Arvada,80003,2,1,817,409900,1408,39.83622582,-105.05876454,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,84717.0,0,0,0,0,0,0
5643 W 76th Drive,Arvada,80003,2,2,975,404000,1633,39.83616026,-105.057735,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,84717.0,0,0,0,1,0,0
2115 Teller Street,Lakewood,80214,5,3,3074,750000,3491,39.74958613,-105.07704445,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,0,1,0,1,0
2545 Teller Court,Lakewood,80214,3,3,3300,750000,2785,39.753739,-105.07769,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,1,0,0,0,1,0
105 S Newland Street,Lakewood,80226,3,2,624,729900,2660,39.71457462,-105.06996104,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,1,0,0,1,0,0
995 S Braun Drive,Lakewood,80228,4,3,1937,719900,1798,39.69806541,-105.15096275,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,1,0,0,1,0
6511 W Ohio Avenue,Lakewood,80226,4,1,1625,715000,2961,39.7024039,-105.06947342,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,0,1,0,0,0,0
2505 S Allison Court,Lakewood,80227,5,4,3483,699000,3275,39.67130589,-105.08734834,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,0,1,0,0,1
2618 S Wadsworth Way,Lakewood,80227,4,3,2750,699000,2647,39.66834666,-105.08198132,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,1,0,0,1,0
13654 W Auburn Avenue,Lakewood,80228,4,3,2565,695000,2566,39.67398377,-105.15298205,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,1,0,0,1,0
2698 S Depew Place,Lakewood,80227,5,3,3562,689000,3944,39.66792598,-105.05761536,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,0,1,0,1,0
185 Allison Street,Lakewood,80226,3,2,1983,687000,2636,39.71996428,-105.086048,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
2384 S Hoyt Street,Lakewood,80227,4,3,2670,673000,3157,39.67324342,-105.10213277,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,66740.0,0,1,0,0,1,0
2610 S Kipling Court,Lakewood,80227,4,3,3859,667900,3372,39.66825,-105.10998,345.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,1,0,0,1,0
12503 W Hawaii Avenue,Lakewood,80228,5,3,2624,650000,2499,39.68799673,-105.14042542,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,0,1,0,1,0
1835 S Welch Circle,Lakewood,80228,4,2,2388,650000,1878,39.68545553,-105.14688818,0.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,66740.0,0,1,0,1,0,0
559 S Dudley Street,Lakewood,80226,5,4,2900,649900,2770,39.7058159,-105.09644448,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,0,1,0,0,1
1972 S Holland Street,Lakewood,80227,3,2,1860,639900,2105,39.67950763,-105.10230764,2.083333333333333,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
13366 W Warren Circle,Lakewood,80228,4,3,2800,625000,3014,39.67533028,-105.1490144,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,0,1,0,0,1,0
1499 S Iris Street,Lakewood,80232,4,4,2684,625000,2818,39.68957561,-105.10661536,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,1,0,0,0,1
1895 S Beech Street,Lakewood,80228,3,3,1846,620000,2776,39.68235628,-105.153871,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,1,0,0,0,1,0
735 Cole Drive,Lakewood,80401,3,3,1824,616000,2192,39.72774469,-105.15160525,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,0,1,0
12033 W Maryland Drive,Lakewood,80228,2,2,2210,615000,1832,39.69246503,-105.1293446,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,0,0,1,0,0
13937 W Baker Place,Lakewood,80228,3,2,1918,609000,2441,39.6718946,-105.15588281,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
970 S Chase Street,Lakewood,80226,3,2,1506,599900,1544,39.69926163,-105.05927527,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
1789 S Quail Street,Lakewood,80232,4,3,2508,599900,2244,39.68404007,-105.12463625,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,1,0,0,1,0
935 S Sheridan Boulevard,Lakewood,80226,4,2,1330,599900,2429,39.69902163,-105.05383095,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,1,0,1,0,0
12346 W Ohio Circle,Lakewood,80228,4,2,1796,589000,2560,39.69827908,-105.13645698,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,1,0,1,0,0
1633 S Yukon Street,Lakewood,80232,3,3,2075,585000,1590,39.68732999,-105.08283373,0.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,66740.0,1,0,0,0,1,0
