,address,city,zip,beds,baths,sqft,listPrice,taxes,hoaFees,hoaFreq,lat,lng,district,elementarySchool,middleSchool,highSchool
306,2309 S Eldridge Street,Lakewood,80228,4.0,3.0,"2,161",570000,"$2,334",$0,N/A,39.67566364,-105.15781192,Jefferson County R-1,Rooney Ranch,Dunstan,Green Mountain
307,1760 Del Mar Parkway,Aurora,80010,5.0,3.0,"2,160",570000,"$2,589",$0,N/A,39.74493869,-104.87379651,Adams-Arapahoe 28J,Crawford,Aurora West,Aurora Central
308,5160 E 64th Avenue,Commerce City,80022,4.0,3.0,"1,852",570000,$0,$130,Monthly,39.81256635,-104.92827128,Adams 14,Kemp,Kearney,Adams City
309,4765 S Bannock Street,Englewood,80110,5.0,2.0,"2,644",570000,"$1,433",$0,N/A,39.63006095,-104.99060986,Englewood 1,Clayton,Englewood,Englewood
310,4196 S Cherokee Street,Englewood,80110,5.0,2.0,"2,112",569900,"$2,150",$0,N/A,39.64063721,-104.99112669,Englewood 1,Clayton,Englewood,Englewood
311,3211 S Galapago Street,Englewood,80110,4.0,2.0,"1,960",569900,"$2,156",$0,N/A,39.6584238,-104.99612675,Englewood 1,Bishop,Englewood,Englewood
312,3720 Martin Luther King Boulevard,Denver,80205,4.0,2.0,"1,585",569900,"$1,766",$0,N/A,39.76137442,-104.94359548,Denver 1,Columbine,Bruce Randolph,East
313,1453 Rosemary Street,Denver,80220,3.0,2.0,"1,685",569000,"$2,138",$0,N/A,39.73970232,-104.90024436,Denver 1,Montclair,Hill,George Washington
314,5110 E 64th Avenue,Commerce City,80022,4.0,3.0,"1,852",569000,$0,$130,Monthly,39.81256635,-104.92827128,Adams 14,Kemp,Kearney,Adams City
315,1021 Quebec Street,Denver,80220,3.0,2.0,"1,680",569000,"$2,079",$0,N/A,39.73162241,-104.90315946,Denver 1,Montclair,Hill,George Washington
316,3201 W Farmdale Road,Englewood,80110,4.0,3.0,"2,326",568800,"$2,284",$0,N/A,39.63835517,-105.02834294,Sheridan 2,Sheridan,Sheridan,Sheridan
317,20 Dudley Street,Lakewood,80226,6.0,2.0,"2,240",567900,"$2,576",$0,N/A,39.71740867,-105.09464919,Jefferson County R-1,South Lakewood,Creighton,Lakewood
318,3690 Dahlia Street,Denver,80207,5.0,3.0,"2,067",565500,"$1,781",$0,N/A,39.76880293,-104.93130269,Denver 1,Smith Renaissance,Smiley,East
319,18244 E Mansfield Avenue,Aurora,80013,5.0,4.0,"2,652",565000,"$2,082",$0,N/A,39.64506448,-104.77540522,Cherry Creek 5,Summit,Horizon,Smoky Hill
320,10403 W Arkansas Drive,Lakewood,80232,3.0,3.0,"1,672",565000,"$2,484",$0,N/A,39.69122328,-105.114984,Jefferson County R-1,Kendrick Lakes,Carmody,Bear Creek
321,1209 S Brentwood Street,Lakewood,80232,4.0,2.0,"2,114",565000,"$1,941",$0,N/A,39.69455636,-105.08986181,Jefferson County R-1,Patterson,Alameda Int'l,Alameda Int'l
322,1711 S Nome Way,Aurora,80012,4.0,3.0,"2,585",564900,"$2,278",$0,N/A,39.68545997,-104.85269437,Cherry Creek 5,Ponderosa,Prairie,Overland
323,5140 E 64th Avenue,Commerce City,80022,3.0,3.0,"1,700",564000,$0,$130,Monthly,39.81256635,-104.92827128,Adams 14,Kemp,Kearney,Adams City
324,11747 E Atlantic Place,Aurora,80014,4.0,3.0,"2,258",562300,"$2,247",$20,Annually,39.68105219,-104.85116724,Cherry Creek 5,Ponderosa,Prairie,Overland
325,3421 N Harrison Street,Denver,80205,4.0,2.0,"1,938",560000,"$2,356",$0,N/A,39.76491392,-104.94205346,Denver 1,Barrett,McAuliffe International,East
326,1641 S Oswego Street,Aurora,80012,5.0,3.0,"2,780",560000,"$1,945",$0,N/A,39.6868893,-104.85003833,Cherry Creek 5,Village East,Prairie,Overland
327,3085 Wilson Court,Denver,80205,2.0,2.0,"1,400",560000,"$1,641",$0,N/A,39.76064107,-104.94707408,Denver 1,Columbine,McAuliffe International,East
328,3320 W Pimlico Avenue,Englewood,80110,4.0,2.0,"2,195",560000,"$2,091",$0,N/A,39.63247265,-105.03127539,Denver 1,Kaiser,Henry,John F. Kennedy
329,6651 Harlan Street,Arvada,80003,5.0,3.0,"2,090",560000,"$2,428",$0,N/A,39.81763809,-105.06241095,Jefferson County R-1,Swanson,North Arvada,Arvada
330,5284 S Jericho Street,Centennial,80015,4.0,3.0,"1,748",559900,"$1,876",$70,Monthly,39.62077,-104.74911,Cherry Creek 5,Timberline,Thunder Ridge,Eaglecrest
331,1870 W Beekman Place,Denver,80221,3.0,2.0,"1,282",559900,"$1,676",$0,N/A,39.78839308,-105.00964325,Denver 1,Beach Court,Skinner,North
332,5782 S Ouray Court,Centennial,80015,4.0,3.0,"2,708",559900,"$3,265",$62,Monthly,39.61143976,-104.79215437,Cherry Creek 5,Indian Ridge,Laredo,Smoky Hill
333,1868 S Ironton Street,Aurora,80012,2.0,2.0,"1,817",559000,"$1,775",$130,Quarterly,39.68269565,-104.86262081,Cherry Creek 5,Ponderosa,Prairie,Overland
334,2755 S Utica Street,Denver,80236,3.0,2.0,"1,735",559000,"$1,781",$0,N/A,39.6664712,-105.04510136,Denver 1,Doull,Henry,John F. Kennedy
335,885 Deframe Street,Golden,80401,2.0,1.0,882,555000,"$2,573",$0,N/A,39.73061992,-105.15454973,Jefferson County R-1,Welchester,Bell,Golden
336,6441 N Dunkirk Court,Aurora,80019,4.0,3.0,"2,115",554300,"$4,361",$30,Monthly,39.813706,-104.762135,School District 27-J,Second Creek,Otho Stuart,Prairie View
337,11202 E Mexico Avenue,Aurora,80012,5.0,3.0,"3,108",550000,"$2,286",$0,N/A,39.6849232,-104.85757412,Cherry Creek 5,Ponderosa,Prairie,Overland
338,11355 E Colorado Drive,Aurora,80012,3.0,2.0,"2,053",550000,"$1,466",$0,N/A,39.68445,-104.85602,Cherry Creek 5,Ponderosa,Prairie,Overland
339,2135 S Telluride Court,Aurora,80013,4.0,4.0,"2,736",550000,"$2,915",$456,Annually,39.67756993,-104.781155,Adams-Arapahoe 28J,Vassar,Mrachek,Rangeview
340,19823 E 58th Avenue,Aurora,80019,7.0,4.0,"2,638",550000,"$4,280",$55,Monthly,39.80183455,-104.75797279,Adams-Arapahoe 28J,Harmony Ridge P-8,Harmony Ridge P-8,Vista Peak
341,14290 W 50th Avenue,Golden,80403,2.0,2.0,882,550000,"$2,469",$0,N/A,39.78699242,-105.15956319,Jefferson County R-1,Fairmount,Drake,Arvada West
342,81 N Sherman Street,Denver,80203,3.0,1.0,"1,246",550000,"$2,767",$0,N/A,39.71801925,-104.98525921,Denver 1,Dora Moore,Grant,South
343,3906 W 63rd Avenue,Arvada,80003,3.0,2.0,"1,065",550000,"$3,371",$0,Annually,39.81147974,-105.03842568,Westminster Public Schools,Tennyson Knolls,Scott Carpenter,Westminster
344,6777 Vivian Street,Arvada,80004,4.0,3.0,"2,196",550000,"$2,783",$0,N/A,39.82052983,-105.13762805,Jefferson County R-1,Fremont,Oberon,Arvada West
345,12246 W Texas Drive,Lakewood,80228,4.0,3.0,"2,095",550000,"$1,932",$0,N/A,39.69513405,-105.13169854,Jefferson County R-1,Green Mountain,Dunstan,Green Mountain
346,9281 W Louisiana Avenue,Lakewood,80232,3.0,2.0,"1,462",550000,"$2,214",$0,N/A,39.69360631,-105.10200222,Jefferson County R-1,Kendrick Lakes,Carmody,Bear Creek
347,6725 Upham Street,Arvada,80003,3.0,2.0,"2,008",550000,"$2,141",$0,N/A,39.81924778,-105.0788117,Jefferson County R-1,Secrest,Arvada K-8,Arvada
348,6012 Newcombe Court,Arvada,80004,5.0,3.0,"1,879",550000,"$1,876",$0,N/A,39.80625711,-105.11785029,Jefferson County R-1,Allendale,Drake,Arvada West
349,1166 S Nome Street,Aurora,80012,4.0,3.0,"2,791",550000,"$1,880",$0,N/A,39.69403361,-104.85245985,Cherry Creek 5,Village East,Prairie,Overland
350,6580 W Nevada Place,Lakewood,80226,3.0,2.0,"1,832",550000,"$1,960",$0,N/A,39.70922128,-105.06969433,Jefferson County R-1,Deane,Alameda Int'l,Alameda Int'l
351,18755 Robins Drive,Denver,80249,3.0,3.0,"2,563",550000,"$4,402",$0,N/A,39.797172,-104.76885927,Denver 1,Waller,DSST: Green Valley Ranch,DSST: Green Valley Ranch
352,5609 Yukon Street,Arvada,80002,3.0,2.0,"1,043",550000,"$1,937",$0,N/A,39.79968803,-105.08285911,Jefferson County R-1,Lawrence,Arvada K-8,Arvada
353,8564 W Radcliffe Place,Littleton,80123,3.0,3.0,"1,916",550000,"$2,447",$0,N/A,39.63601329,-105.092773,Jefferson County R-1,Westgate,Carmody,Bear Creek
354,8945 W 55th Avenue,Arvada,80002,2.0,2.0,"1,413",549900,"$1,905",$0,N/A,39.79777668,-105.09678816,Jefferson County R-1,Lawrence,Arvada K-8,Arvada
355,954 S Queen Way,Lakewood,80226,3.0,2.0,"1,715",549900,"$1,392",$0,N/A,39.69987734,-105.12432376,Jefferson County R-1,Glennon Heights,Creighton,Lakewood
356,3280 S Lowell Boulevard,Denver,80236,5.0,2.0,"1,820",549900,"$1,873",$0,N/A,39.65938602,-105.03484976,Denver 1,Gust,Henry,John F. Kennedy
357,3803 W Girard Avenue,Denver,80236,5.0,2.0,"2,230",549900,"$1,920",$0,N/A,39.6574842,-105.03664682,Denver 1,Gust,Bear Valley International,John F. Kennedy
358,8600 W 52nd Avenue,Arvada,80002,4.0,3.0,"2,298",549900,"$2,926",$0,N/A,39.79083873,-105.09246961,Jefferson County R-1,Arvada K-8,Arvada K-8,Arvada
359,4165 S Fox Street,Englewood,80110,3.0,2.0,"1,462",549000,"$1,689",$0,N/A,39.64097766,-104.99507138,Englewood 1,Clayton,Englewood,Englewood
360,3659 Jason Street,Denver,80211,3.0,1.0,"1,187",548900,"$2,255",$0,N/A,39.76794668,-104.99982217,Denver 1,Bryant-Webster,Strive Sunnyside,North
361,21894 E 9th Place,Aurora,80018,3.0,3.0,"2,112",548115,"$6,725",$0,N/A,39.73065507,-104.72844133,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
362,7770 W Woodard Circle,Lakewood,80227,3.0,3.0,"2,147",547000,"$2,520",$0,N/A,39.67557376,-105.08455372,Jefferson County R-1,Green Gables,Carmody,Bear Creek
363,4582 E Bails Place,Denver,80222,4.0,2.0,868,545000,"$2,008",$0,N/A,39.68264231,-104.93287394,Denver 1,Ellis,Merrill,South
364,1310 Magnolia Street,Denver,80220,2.0,1.0,984,545000,"$2,066",$0,N/A,39.73760014,-104.91135246,Denver 1,Montclair,Hill,George Washington
365,1122 S Flower Circle,Lakewood,80232,3.0,3.0,"1,464",545000,"$2,014",$82,Monthly,39.69537321,-105.09874227,Jefferson County R-1,Patterson,Alameda Int'l,Alameda Int'l
366,7135 Newland Street,Arvada,80003,4.0,2.0,"1,794",545000,"$2,316",$0,N/A,39.82659254,-105.06949316,Jefferson County R-1,Swanson,North Arvada,Arvada
367,1306 S Zephyr Court,Lakewood,80232,5.0,2.0,"2,038",545000,"$2,117",$0,N/A,39.69192967,-105.085036,Jefferson County R-1,Patterson,Alameda Int'l,Alameda Int'l
368,6162 Estes Street,Arvada,80004,4.0,2.0,"1,820",545000,"$3,005",$0,N/A,39.80892327,-105.095245,Jefferson County R-1,Fitzmorris,Woodrow Wilson Charter Academy,Arvada
369,2071 S Ensenada Way,Aurora,80013,4.0,4.0,"1,932",540000,"$2,811",$210,Annually,39.67842828,-104.761391,Adams-Arapahoe 28J,Side Creek,Mrachek,Rangeview
370,5040 Clay Street,Denver,80221,3.0,2.0,900,539500,,$0,N/A,39.78826,-105.02014,Denver 1,Beach Court,Skinner,North
371,4860 Eliot Street,Denver,80221,3.0,1.0,"1,111",539400,"$1,459",$0,N/A,39.78495582,-105.02373088,Denver 1,Beach Court,Strive Sunnyside,North
372,2613 S Killarney Court,Aurora,80013,3.0,3.0,"1,802",539000,"$4,489",$42,Monthly,39.66959611,-104.75096463,Adams-Arapahoe 28J,Aurora Frontier K-8,Aurora Frontier K-8,Vista Peak
373,2000 S Stuart Street,Denver,80219,4.0,3.0,"2,154",539000,"$1,905",$0,N/A,39.68093819,-105.0430231,Denver 1,Doull,Strive Federal,John F. Kennedy
374,3501 W 53rd Avenue,Denver,80221,4.0,2.0,"2,599",539000,"$4,111",$0,N/A,39.79314988,-105.03331657,Westminster Public Schools,Tennyson Knolls,Scott Carpenter,Westminster
375,1000 S Tejon Street,Denver,80223,4.0,2.0,"2,078",538888,"$1,902",$0,N/A,39.6979986,-105.01247349,Denver 1,Goldrick,Grant,Abraham Lincoln
376,21864 E 9th Place,Aurora,80018,3.0,3.0,"2,112",537485,"$6,688",$0,N/A,39.73022263,-104.73303059,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
377,6281 Genoa Street,Aurora,80019,4.0,3.0,"1,624",536000,"$4,239",$0,N/A,39.81095412,-104.7570553,School District 27-J,Second Creek,Otho Stuart,Prairie View
378,743 S Quivas Street,Denver,80223,3.0,2.0,"1,323",535900,"$1,733",$0,N/A,39.70312579,-105.00772781,Denver 1,Goldrick,Grant,Abraham Lincoln
379,10690 E 11th Avenue,Aurora,80010,7.0,4.0,"2,258",535000,"$2,353",$0,N/A,39.73263222,-104.86365227,Adams-Arapahoe 28J,Peoria,South,Aurora Central
380,408 S Locust Street,Denver,80224,3.0,2.0,"1,816",535000,"$1,861",$0,N/A,39.70905526,-104.91385362,Denver 1,Denver Green,Denver Green,George Washington
381,1765 W Florida,Denver,80223,3.0,2.0,"1,113",535000,"$1,350",$0,N/A,39.68953118,-105.00821682,Denver 1,Godsman,Grant,Abraham Lincoln
382,2636 S Deframe Circle,Lakewood,80228,3.0,3.0,"1,352",535000,"$2,454",$0,N/A,39.67078459,-105.15282228,Jefferson County R-1,Rooney Ranch,Dunstan,Green Mountain
383,4675 E Iliff Avenue,Denver,80222,3.0,2.0,"1,380",535000,"$1,960",$0,N/A,39.67502712,-104.93339473,Denver 1,University Park,Merrill,Thomas Jefferson
384,332 Newark Street,Aurora,80010,3.0,3.0,"1,976",534900,"$2,607",$0,N/A,39.72053,-104.85577,Adams-Arapahoe 28J,Lansing,South,Aurora Central
385,3300 S Emerson Street,Englewood,80113,2.0,1.0,896,534500,"$2,120",$0,N/A,39.65663807,-104.97686368,Englewood 1,Charles Hay,Englewood,Englewood
386,5775 S Kline Street Unit 126,Littleton,80127,2.0,2.0,"1,460",534000,"$2,420",$137,Monthly,39.61334516,-105.11170637,Jefferson County R-1,West Ridge,Summit Ridge,Dakota Ridge
387,21236 E Stanford Lane,Aurora,80015,3.0,2.0,"1,400",533950,$0,$65,Monthly,39.63445345,-104.74441993,Cherry Creek 5,Mountain Vista,Sky Vista,Eaglecrest
388,2703 S Stuart Street,Denver,80236,3.0,3.0,"2,396",530000,"$2,040",$0,N/A,39.66745195,-105.04312182,Denver 1,Doull,Henry,John F. Kennedy
389,20472 E 53rd Avenue,Denver,80249,2.0,3.0,"2,188",530000,"$3,784",$90,Monthly,39.791726,-104.749929,Denver 1,Omar D. Blair Charter School,McGlone,KIPP Denver Collegiate High School
390,2680 W 66th Place,Denver,80221,4.0,3.0,"2,000",530000,"$2,516",$0,N/A,39.81688067,-105.02038829,Westminster Public Schools,F.M. Day,Scott Carpenter,Westminster
391,9661 W Dumbarton Place,Denver,80123,3.0,3.0,"2,117",530000,"$1,948",$0,N/A,39.62694829,-105.106755,Denver 1,Grant Ranch E-8,Grant Ranch E-8,John F. Kennedy
392,1169 Van Gordan,Lakewood,80401,4.0,2.0,"1,750",529900,"$1,506",$0,N/A,39.73410729,-105.13544236,Jefferson County R-1,Welchester,Bell,Golden
393,725 Lansing Street,Aurora,80010,5.0,4.0,"2,368",529900,"$1,613",$0,N/A,39.72682649,-104.85990182,Adams-Arapahoe 28J,Peoria,South,Aurora Central
394,6540 Van Gordon Court,Arvada,80004,4.0,2.0,"2,000",529000,"$2,690",$0,N/A,39.8153054,-105.13571879,Jefferson County R-1,Fremont,Oberon,Arvada West
395,5374 Braun Street,Arvada,80002,3.0,2.0,"1,615",529000,"$3,281",$0,N/A,39.79388325,-105.15031602,Jefferson County R-1,Fairmount,Drake,Arvada West
396,7231 Eaton Circle,Arvada,80003,3.0,3.0,"2,305",529000,"$1,460",$0,N/A,39.82754231,-105.06051362,Jefferson County R-1,Thomson,North Arvada,Arvada
397,5218 S Shawnee Way,Aurora,80015,4.0,3.0,"1,875",527900,"$3,110",$612,Annually,39.62186,-104.72758,Cherry Creek 5,Antelope Ridge,Thunder Ridge,Eaglecrest
398,2179 W Vassar Avenue,Englewood,80110,3.0,2.0,"1,900",526000,"$1,397",$0,N/A,39.67012933,-105.0128463,Englewood 1,Clayton,Englewood,Englewood
399,2651 Lamar Street,Wheat Ridge,80214,3.0,1.0,"1,166",526000,"$2,249",$0,N/A,39.755792,-105.06802758,Jefferson County R-1,Lumberg,Jefferson,Jefferson
400,4100 W 64th Avenue,Arvada,80003,5.0,2.0,"1,136",525000,"$4,796",$0,N/A,39.81264834,-105.04066,Westminster Public Schools,Tennyson Knolls,Scott Carpenter,Westminster
401,565 Saulsbury Street,Lakewood,80226,3.0,2.0,"1,303",525000,"$1,980",$0,N/A,39.738028,-105.097049,Jefferson County R-1,Stein,Alameda Int'l,Alameda Int'l
402,3002 S Holly Place,Denver,80222,3.0,2.0,"1,323",525000,"$2,782",$0,N/A,39.66426324,-104.91847933,Cherry Creek 5,Holly Hills,West,Cherry Creek
403,6610 Quay Street,Arvada,80003,4.0,2.0,"1,776",525000,"$2,250",$0,N/A,39.81753353,-105.07288158,Jefferson County R-1,Secrest,North Arvada,Arvada
404,5420 Perth Street,Denver,80249,4.0,3.0,"2,732",525000,"$3,477",$0,N/A,39.79511214,-104.73586404,Denver 1,Waller,Dr. Martin Luther King,DCIS at Montbello
405,4913 S Field Court,Denver,80123,3.0,2.0,"1,567",525000,"$1,978",$0,N/A,39.62691342,-105.10017682,Denver 1,Grant Ranch E-8,Henry,John F. Kennedy
406,2062 S Oakland Street,Aurora,80014,4.0,4.0,"3,014",525000,"$2,338",$0,N/A,39.67780867,-104.85005313,Cherry Creek 5,Ponderosa,Prairie,Overland
407,5817 S Lisbon Way,Centennial,80015,4.0,3.0,"2,350",525000,"$2,590",$65,Monthly,39.61106142,-104.74565563,Cherry Creek 5,Timberline,Thunder Ridge,Eaglecrest
408,1873 S Owens Street,Lakewood,80232,3.0,2.0,"1,636",525000,"$2,334",$0,N/A,39.68284175,-105.12162959,Jefferson County R-1,Kendrick Lakes,Carmody,Bear Creek
409,2413 Harlan Street,Edgewater,80214,3.0,1.0,"1,290",525000,"$1,548",$0,N/A,39.75149695,-105.06297126,Jefferson County R-1,Edgewater,Jefferson,Jefferson
410,5503 Espana Street,Denver,80249,3.0,3.0,"2,802",525000,"$6,319",$0,N/A,39.79436463,-104.76034742,Denver 1,Waller,DSST: Green Valley Ranch,Dr. Martin Luther King
411,2817 Gray Street,Wheat Ridge,80214,2.0,1.0,872,525000,"$2,451",$0,N/A,39.75708627,-105.061794,Jefferson County R-1,Edgewater,Jefferson,Jefferson
412,880 Irving Street,Denver,80204,4.0,2.0,"1,681",525000,"$1,699",$0,N/A,39.73083742,-105.0295961,Denver 1,Eagleton,Strive Lake,North
413,7653 Newland Street,Arvada,80003,4.0,2.0,"1,848",525000,"$2,209",$0,N/A,39.83613718,-105.07093593,Jefferson County R-1,Thomson,North Arvada,Arvada
414,10827 W Dumbarton Drive,Littleton,80127,3.0,3.0,"1,856",525000,"$2,151",$326,Monthly,39.62632884,-105.119885,Jefferson County R-1,Peiffer,Carmody,Bear Creek
415,2910 Pontiac Street,Denver,80207,2.0,2.0,"1,000",525000,"$1,550",$0,N/A,39.75864626,-104.90536512,Denver 1,Smith Renaissance,William (Bill) Roberts,Northfield
416,1897 S Beech Street,Lakewood,80228,4.0,2.0,"1,676",525000,"$2,579",$0,N/A,39.68218603,-105.154004,Jefferson County R-1,Hutchinson,Dunstan,Green Mountain
417,17546 E Baker Place,Aurora,80013,4.0,4.0,"2,214",525000,"$2,781",$75,Monthly,39.67071297,-104.78212542,Adams-Arapahoe 28J,Vassar,Columbia,Rangeview
418,194 S Reed Court,Lakewood,80226,4.0,3.0,"1,251",524999,"$2,449",$0,N/A,39.71319537,-105.07471633,Jefferson County R-1,Stein,Alameda Int'l,Alameda Int'l
419,1163 S Shoshone Street,Denver,80223,3.0,3.0,"1,020",524900,"$1,638",$0,N/A,39.69563047,-105.01098181,Denver 1,Godsman,Grant,Abraham Lincoln
420,5460 S Windermere Street,Littleton,80120,5.0,3.0,"2,153",524900,"$3,192",$0,N/A,39.61768918,-105.00647246,Littleton 6,Field,Goddard,Littleton
421,3862 N Madison Street,Denver,80205,3.0,2.0,955,524000,"$1,035",$0,N/A,39.77030342,-104.94611109,Denver 1,Harrington,Bruce Randolph,Manual
422,11720 W 74th Avenue,Arvada,80005,3.0,2.0,"1,200",520000,"$1,991",$0,N/A,39.83012432,-105.1298015,Jefferson County R-1,Fremont,Oberon,Arvada West
423,4355 Newland Street,Wheat Ridge,80033,3.0,1.0,"1,263",520000,"$2,210",$0,N/A,39.7756285,-105.07009783,Jefferson County R-1,Stevens,Everitt,Wheat Ridge
424,3965 Ingalls Street,Wheat Ridge,80033,3.0,2.0,"1,497",520000,"$2,201",$0,N/A,39.77187262,-105.06462132,Jefferson County R-1,Stevens,Everitt,Wheat Ridge
425,2548 S Genoa Court,Aurora,80013,3.0,3.0,"2,257",519900,"$2,663",$200,Annually,39.67148309,-104.75660833,Adams-Arapahoe 28J,Side Creek,Mrachek,Rangeview
426,11380 W Exposition Avenue,Lakewood,80226,3.0,2.0,"1,238",519900,"$1,228",$0,N/A,39.7035708,-105.12549465,Jefferson County R-1,Glennon Heights,Creighton,Lakewood
427,7640 W 47th Avenue,Wheat Ridge,80033,3.0,1.0,"1,409",519900,"$1,781",$0,N/A,39.78135677,-105.08255709,Jefferson County R-1,Wilmore-Davis,Everitt,Wheat Ridge
428,6125 W 78th Place,Arvada,80003,4.0,2.0,"1,560",519900,"$2,218",$0,N/A,39.83879398,-105.06363177,Jefferson County R-1,Thomson,North Arvada,Arvada
429,2424 N Clay Street,Denver,80211,2.0,1.0,815,519000,"$1,909",$0,N/A,39.75294132,-105.02016354,Denver 1,Brown,Strive Lake,North
430,4145 W 80th Place,Westminster,80031,3.0,2.0,"1,860",516000,"$1,770",$0,N/A,39.84270043,-105.04276575,Westminster Public Schools,Harris Park,Shaw Heights,Westminster
431,3415 Arapahoe Street,Denver,80205,2.0,1.0,823,515000,"$1,852",$0,N/A,39.76506363,-104.97381836,Denver 1,Gilpin,Wyatt,Manual
432,3045 S Fairfax Street,Denver,80222,3.0,2.0,"1,365",515000,"$1,906",$0,N/A,39.66301377,-104.9287971,Denver 1,Bradley,Hamilton,Thomas Jefferson
433,18235 E Tanforan Place,Aurora,80015,4.0,2.0,"1,330",514900,"$1,892",$161,Annually,39.62984,-104.77581,Cherry Creek 5,Meadow Point,Falcon Creek,Grandview
434,9541 W Cornell Place,Lakewood,80227,4.0,3.0,"1,920",514900,"$2,514",$0,N/A,39.66166,-105.10396,Jefferson County R-1,Bear Creek,Carmody,Bear Creek
435,848 N Quatar Street,Aurora,80018,3.0,3.0,"1,885",510155,"$6,356",$0,N/A,39.72992861,-104.73342086,Adams-Arapahoe 28J,Vista Peak,Vista Peak,Vista Peak
436,740 Julian Street,Denver,80204,3.0,2.0,"1,216",510000,"$1,819",$0,N/A,39.72852318,-105.03099449,Denver 1,Eagleton,Strive Lake,North
437,7574 Heather Place,Denver,80221,3.0,3.0,"1,866",510000,"$2,120",$0,N/A,39.83412,-105.0166,Westminster Public Schools,Other,Ranum,Westminster
438,11853 E Idaho Drive,Aurora,80012,4.0,3.0,"2,221",510000,"$2,138",$0,N/A,39.6904642,-104.85007003,Cherry Creek 5,Village East,Prairie,Overland
439,870 Miller Street,Lakewood,80215,3.0,2.0,"1,252",509900,"$2,091",$0,N/A,39.73135157,-105.11356168,Jefferson County R-1,Eiber,Creighton,Lakewood
440,6925 W Colorado Drive,Lakewood,80232,4.0,2.0,"2,056",509000,"$1,509",$0,N/A,39.68516768,-105.07356542,Jefferson County R-1,Lasley,Alameda Int'l,Alameda Int'l
441,2826 S Glencoe Street,Denver,80222,3.0,1.0,"1,224",509000,"$2,124",$0,N/A,39.66598928,-104.926596,Denver 1,Bradley,Hamilton,Thomas Jefferson
442,7181 Van Gordon Street,Arvada,80004,3.0,3.0,"2,009",505000,"$2,780",$0,N/A,39.82629626,-105.136336,Jefferson County R-1,Fremont,Oberon,Arvada West
443,7161 Van Gordon Street,Arvada,80004,4.0,2.0,"1,666",504900,"$2,362",$0,N/A,39.82606433,-105.1362743,Jefferson County R-1,Fremont,Oberon,Arvada West
444,2660 S High Street,Denver,80210,2.0,1.0,"1,112",500000,"$1,727",$0,N/A,39.66830945,-104.96495347,Denver 1,Asbury,Grant,South
445,3025 S Ingalls Way,Denver,80227,4.0,3.0,"2,048",500000,"$2,095",$0,N/A,39.65999081,-105.0642621,Denver 1,Traylor Academy,Bear Valley International,John F. Kennedy
446,6201 W 29th Avenue,Wheat Ridge,80214,2.0,1.0,952,500000,"$1,862",$0,N/A,39.75873189,-105.0652584,Jefferson County R-1,Lumberg,Jefferson,Jefferson
447,5200 E 12th Avenue,Denver,80220,3.0,1.0,903,500000,"$2,140",$0,N/A,39.73454637,-104.92662067,Denver 1,Palmer,Hill,George Washington
448,1201 Union Street,Lakewood,80401,3.0,1.0,"1,121",500000,"$1,734",$0,N/A,39.73426019,-105.13328641,Jefferson County R-1,Welchester,Bell,Golden
449,2701 W Yale Avenue,Denver,80219,3.0,2.0,"1,077",500000,"$1,960",$0,N/A,39.66717638,-105.02046042,Denver 1,College View,Henry,Abraham Lincoln
450,18899 E Kent Place,Aurora,80013,3.0,3.0,"2,271",500000,"$1,961",$0,N/A,39.64899828,-104.768036,Cherry Creek 5,Sunrise,Horizon,Eaglecrest
451,2040 Valley View Drive,Denver,80221,9.0,2.0,972,500000,"$2,692",$0,N/A,39.84133687,-105.01165897,Westminster Public Schools,Metz,Ranum,Westminster
452,1885 S Patton Court,Denver,80219,3.0,2.0,"2,219",500000,"$1,881",$0,N/A,39.68243128,-105.038518,Denver 1,Johnson,Kepner,Abraham Lincoln
453,1861 S Teller Street,Lakewood,80232,3.0,2.0,"1,631",500000,"$1,978",$0,N/A,39.68374928,-105.077335,Jefferson County R-1,Lasley,Alameda Int'l,Alameda Int'l
454,22281 E Navarro Place,Aurora,80018,3.0,3.0,"1,959",499900,"$2,129",$150,Quarterly,39.64288485,-104.7259278,Cherry Creek 5,Dakota Valley,Sky Vista,Eaglecrest
455,22049 E Belleview Place,Aurora,80015,4.0,3.0,"1,875",499900,"$3,164",$306,Semi-Annually,39.62378441,-104.73104405,Cherry Creek 5,Antelope Ridge,Thunder Ridge,Eaglecrest
456,3841 N Harrison Street,Denver,80205,3.0,2.0,"1,336",499900,"$2,023",$0,N/A,39.7699135,-104.94193541,Denver 1,Harrington,DSST: Cole,Manual
457,9834 W 53rd Place,Arvada,80002,3.0,2.0,"1,715",499900,"$2,860",$0,N/A,39.79234315,-105.10768527,Jefferson County R-1,Arvada K-8,Arvada K-8,Arvada
458,3220 W Nevada Place,Denver,80219,5.0,4.0,"2,266",499900,"$2,020",$0,N/A,39.7100826,-105.02942137,Denver 1,Munroe,Kepner,Abraham Lincoln
459,11396 W Kentucky Drive,Lakewood,80226,4.0,2.0,"1,771",499900,"$2,084",$0,N/A,39.69908515,-105.12580627,Jefferson County R-1,Glennon Heights,Creighton,Lakewood
