schoolid,schoolName,lowGrade,highGrade,schoolLevel,rankMovement,hasBoundary,street,city,state,zip,zip4,latitude,longitude,countyName,districtName,index,numberOfStudents,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofWhiteStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,pupilTeacherRatio,year
80537006531,Red Hawk Elementary,PK,5,Elementary,24.0,True,1500 Telleen Ave.,Erie,CO,80516,6800,40.043513,-105.066144,Boulder County,St. Vrain Valley School District No. Re1J,497,629.0,6.68,0.95,5.88,7.95,82.51,0.16,0.0,2.54,19.9,2020.0
80291001880,Red Hawk Ridge Elementary School,PK,5,Elementary,-183.0,True,16251 E Geddes Avenue,Centennial,CO,80112,1403,39.5832,-104.7996,Arapahoe County,Cherry Creek School District No. 5,498,618.0,44.01,12.62,13.75,23.3,36.89,0.97,0.32,12.14,17.3,2020.0
80480000778,Red Rocks Elementary School,PK,5,Elementary,-93.0,True,17199 Highway 74,Morrison,CO,80465,3000,39.6568,-105.1971,Jefferson County,Jefferson County School District No. R-1,499,288.0,5.56,0.0,1.39,9.03,84.38,0.35,0.0,4.86,19.6,2020.0
80345001900,Redstone Elementary School,PK,6,Elementary,4.0,True,9970 Glenstone Circle,Highlands Ranch,CO,80130,8022,39.5341,-104.9199,Douglas County,Douglas County School District No. Re 1,500,488.0,2.87,1.43,9.02,9.43,74.18,0.0,0.0,5.94,16.8,2020.0
80690001461,Riverdale Elementary School,PK,5,Elementary,-114.0,True,10724 Elm Drive,Thornton,CO,80233,4561,39.8918,-104.9279,Adams County,Adams 12 Five Star Schools,503,460.0,51.09,0.87,3.26,47.39,44.57,0.65,0.0,3.26,19.3,2020.0
80345001961,Rock Canyon High School,9,12,High,-3.0,True,5810 McArthur Ranch Road,Highlands Ranch,CO,80124,5207,39.51972,-104.921341,Douglas County,Douglas County School District No. Re 1,505,2310.0,3.94,1.0,9.65,9.09,76.41,0.52,0.13,3.2,20.9,2020.0
80345001962,Rocky Heights Middle School,6,8,Middle,53.0,True,11033 Monarch Boulevard,Littleton,CO,80124,9421,39.5151,-104.9212,Douglas County,Douglas County School District No. Re 1,506,1346.0,4.68,0.67,6.61,9.66,78.6,0.52,0.07,3.86,20.0,2020.0
80690001460,Rocky Mountain Elementary School,K,5,Elementary,-59.0,True,3350 West 99th Avenue,Westminster,CO,80030,3260,39.8752,-105.0314,Adams County,Adams 12 Five Star Schools,507,386.0,81.35,2.85,1.3,71.76,20.21,0.78,0.0,3.11,13.7,2020.0
80690001726,Rocky Top Middle School,6,8,Middle,-30.0,True,14150 York Street,Thornton,CO,80602,7730,39.9518,-104.9578,Adams County,Adams 12 Five Star Schools,509,1120.0,12.86,1.43,6.79,20.62,65.54,0.54,0.18,4.91,19.6,2020.0
80291001514,Rolling Hills Elementary School,PK,5,Elementary,-69.0,True,5756 South Biscay Circle,Aurora,CO,80015,5127,39.6107,-104.7652,Arapahoe County,Cherry Creek School District No. 5,511,551.0,12.89,4.17,10.71,13.25,63.88,0.91,0.0,7.08,15.7,2020.0
80480001009,Rooney Ranch Elementary School,K,5,Elementary,-12.0,True,2200 South Coors Street,Lakewood,CO,80228,4537,39.6773,-105.1517,Jefferson County,Jefferson County School District No. R-1,512,525.0,8.57,0.57,2.67,9.52,82.48,0.38,0.0,4.38,17.8,2020.0
80345006299,Roxborough Intermediate,3,6,Elementary,24.0,True,7370 Village Circle East,Littleton,CO,80125,7975,39.4774,-105.0757,Douglas County,Douglas County School District No. Re 1,516,392.0,10.2,0.26,0.77,15.05,79.85,0.51,0.26,3.32,18.8,2020.0
80531000888,Runyon Elementary School,K,5,Elementary,-60.0,True,7455 South Elati Street,Littleton,CO,80120,4106,39.5856,-104.9989,Arapahoe County,Littleton School District No. 6,517,461.0,5.42,1.3,1.3,10.63,84.82,0.22,0.0,1.74,17.3,2020.0
80480001028,Ryan Elementary School,PK,5,Elementary,-22.0,True,5851 West 115th Avenue,Westminster,CO,80020,6806,39.9054,-105.0612,Jefferson County,Jefferson County School District No. R-1,518,378.0,25.13,0.53,5.29,19.31,69.58,0.26,0.0,5.03,17.0,2020.0
80249001365,Ryan Elementary School,PK,5,Elementary,-44.0,True,1405 Centaur Village Drive,Lafayette,CO,80026,1471,39.9809,-105.1102,Boulder County,Boulder Valley School District No. Re2,519,551.0,32.85,1.45,4.9,19.78,65.88,0.0,0.0,7.99,16.2,2020.0
80336000398,Sabin World School,PK,5,Elementary,-42.0,True,3050 South Vrain Street,Denver,CO,80236,2119,39.6595,-105.046,Denver County,School District No. 1,520,696.0,67.82,2.44,4.6,65.37,23.42,0.86,0.29,3.02,15.8,2020.0
80234000077,Sable Elementary School,PK,5,Elementary,-31.0,True,2601 Sable Blvd,Aurora,CO,80011,2418,39.7538,-104.8201,Adams County,Aurora Joint District No. 28,521,417.0,90.65,22.06,5.04,60.91,6.0,1.2,0.96,3.84,17.6,2020.0
80345001680,Saddle Ranch Elementary School,PK,6,Elementary,57.0,True,805 West English Sparrow Trail,Highlands Ranch,CO,80129,6239,39.5322,-104.9965,Douglas County,Douglas County School District No. Re 1,522,434.0,4.38,0.92,3.0,10.37,80.65,0.23,0.0,4.84,16.4,2020.0
80291000202,Sagebrush Elementary School,PK,5,Elementary,-143.0,True,14700 East Temple Place,Aurora,CO,80015,1221,39.632,-104.8182,Arapahoe County,Cherry Creek School District No. 5,523,420.0,48.33,13.1,6.67,26.67,45.0,0.95,0.0,7.62,13.7,2020.0
80345000443,Sagewood Middle School,6,8,Middle,7.0,True,4725 Fox Sparrow Road,Parker,CO,80134,5159,39.4318,-104.74,Douglas County,Douglas County School District No. Re 1,524,884.0,12.22,1.02,1.36,12.33,80.2,0.68,0.23,4.19,17.9,2020.0
80336000399,Samuels Elementary School,PK,5,Elementary,48.0,True,3985 South Vincennes Court,Denver,CO,80237,1748,39.6427,-104.8918,Denver County,School District No. 1,525,491.0,77.6,25.66,3.26,49.9,15.07,1.22,0.2,4.68,16.7,2020.0
80345001407,Sand Creek Elementary School,PK,6,Elementary,-53.0,True,8898 South Maplewood Drive,Highlands Ranch,CO,80126,2600,39.5601,-104.9666,Douglas County,Douglas County School District No. Re 1,526,454.0,16.08,1.32,4.85,17.62,66.52,1.32,0.22,8.15,16.5,2020.0
80531000889,Sandburg Elementary School,K,5,Elementary,-39.0,True,6900 South Elizabeth Street,Centennial,CO,80122,1829,39.5907,-104.9545,Arapahoe County,Littleton School District No. 6,527,441.0,7.03,0.0,2.04,4.76,89.34,0.45,0.0,3.4,18.7,2020.0
80336000401,Schmitt Elementary School,PK,5,Elementary,-230.0,True,1820 South Vallejo Street,Denver,CO,80223,3710,39.6836,-105.0126,Denver County,School District No. 1,529,269.0,93.68,13.38,7.81,72.49,5.2,0.74,0.0,0.37,12.1,2020.0
80258001950,Second Creek Elementary School,PK,5,Elementary,-38.0,True,9950 Laredo Drive,Commerce City,CO,80022,9268,39.8775,-104.8013,Adams County,School District 27J,531,750.0,45.73,7.2,4.27,48.8,34.27,0.0,0.53,4.93,23.2,2020.0
80480000780,Secrest Elementary School,PK,5,Elementary,-5.0,True,6875 West 64th Avenue,Arvada,CO,80003,4502,39.8138,-105.0733,Jefferson County,Jefferson County School District No. R-1,532,306.0,65.03,0.98,5.23,37.91,50.33,0.33,0.33,4.9,18.4,2020.0
80345000446,Sedalia Elementary School,PK,6,Elementary,-9.0,True,5449 North Huxtable Street,Sedalia,CO,80135,8048,39.4368,-104.9696,Douglas County,Douglas County School District No. Re 1,533,254.0,44.88,2.36,0.79,32.28,53.94,1.97,0.0,8.66,13.0,2020.0
80480001548,Semper Elementary School,PK,5,Elementary,-36.0,True,7575 West 96th Avenue,Westminster,CO,80021,4873,39.872,-105.0801,Jefferson County,Jefferson County School District No. R-1,534,325.0,49.23,1.54,8.0,25.54,59.38,0.31,0.31,4.92,14.0,2020.0
80690001186,Shadow Ridge Middle School,6,8,Middle,-59.0,True,12551 Holly Street,Thornton,CO,80602,3198,39.9222,-104.9236,Adams County,Adams 12 Five Star Schools,535,866.0,42.15,0.81,4.39,42.38,49.19,0.23,0.12,2.89,19.7,2020.0
80480001395,Shaffer Elementary School,PK,5,Elementary,19.0,True,7961 S Sangre De Cristo Road,Littleton,CO,80127,3901,39.5719,-105.1136,Jefferson County,Jefferson County School District No. R-1,536,518.0,10.81,0.19,1.93,11.2,82.05,0.19,0.0,4.44,19.0,2020.0
80723001244,Shaw Heights Middle School,6,8,Middle,-2.0,True,8780 Circle Drive,Westminster,CO,80030,3674,39.8558,-105.0378,Adams County,Westminster Public Schools,537,568.0,82.75,3.87,5.46,69.89,16.9,0.88,0.18,2.82,19.8,2020.0
80480001044,Shelton Elementary School,PK,5,Elementary,-19.0,True,420 Crawford Street,Golden,CO,80401,4887,39.7227,-105.2144,Jefferson County,Jefferson County School District No. R-1,538,476.0,43.7,2.73,3.57,21.22,68.49,0.42,0.0,3.57,16.1,2020.0
80480000741,Sheridan Green Elementary School,PK,5,Elementary,-143.0,True,10951 North Harlan Street,Westminster,CO,80020,3232,39.896,-105.0637,Jefferson County,Jefferson County School District No. R-1,539,318.0,39.62,0.31,5.66,23.9,61.95,0.31,0.0,7.86,18.1,2020.0
80654001134,Sheridan High School,9,12,High,-34.0,True,3201 West Oxford Avenue,Englewood,CO,80110,6204,39.643753,-105.029787,Arapahoe County,Sheridan School District No. 2,540,348.0,91.95,6.03,2.3,76.15,10.92,0.86,0.29,3.45,15.3,2020.0
80723001246,Sherrelwood Elementary School,PK,5,Elementary,-58.0,True,8095 Kalamath Drive,Denver,CO,80221,3941,39.8437,-105.0013,Adams County,Westminster Public Schools,541,279.0,81.72,1.08,0.72,82.8,12.54,0.72,0.36,1.79,15.4,2020.0
80234001432,Side Creek Elementary School,PK,5,Elementary,-66.0,True,19191 East Iliff Pl,Aurora,CO,80013,6201,39.6782,-104.7646,Arapahoe County,Aurora Joint District No. 28,542,496.0,64.31,21.17,8.47,38.51,19.96,0.81,0.6,10.48,19.5,2020.0
80480000781,Sierra Elementary School,K,5,Elementary,-19.0,True,7751 Oak Street,Arvada,CO,80005,3621,39.8376,-105.1203,Jefferson County,Jefferson County School District No. R-1,543,476.0,12.39,0.42,1.68,10.92,84.24,0.0,0.0,2.73,17.0,2020.0
80345001582,Sierra Middle School,7,8,Middle,-17.0,True,6651 Pine Lane Avenue,Parker,CO,80138,8732,39.5465,-104.7628,Douglas County,Douglas County School District No. Re 1,544,875.0,17.26,1.83,3.31,17.26,71.43,0.57,0.34,5.26,18.0,2020.0
80690002028,Silver Creek Elementary,K,5,Elementary,-27.0,True,15101 Fillmore Stre,Thornton,CO,80602,7941,39.9714,-104.9539,Adams County,Adams 12 Five Star Schools,545,605.0,9.92,0.83,6.94,20.33,67.44,0.17,0.33,3.97,20.1,2020.0
80690001179,Silver Hills Middle School,6,8,Middle,-28.0,True,12400 Huron Street,Northglenn,CO,80234,1724,39.8942,-104.9959,Adams County,Adams 12 Five Star Schools,546,1088.0,57.54,1.75,4.04,56.43,34.47,0.64,0.09,2.57,18.4,2020.0
80372001532,Singing Hills Elementary School,K,5,Elementary,22.0,True,41012 Madrid Drive,Parker,CO,80134,4666,39.464491,-104.649641,Elbert County,Elizabeth School District,547,360.0,16.11,0.83,0.56,13.61,79.44,1.39,0.28,3.89,13.8,2020.0
80234000078,Sixth Avenue Elementary School,PK,5,Elementary,-43.0,True,560 Vaughn St,Aurora,CO,80011,8552,39.7246,-104.8301,Arapahoe County,Aurora Joint District No. 28,549,447.0,90.38,20.36,1.34,61.74,6.71,0.45,4.03,5.37,17.8,2020.0
80336000403,Skinner Middle School,6,8,Middle,-62.0,True,3435 West 40th Avenue,Denver,CO,80211,1921,39.7724,-105.0323,Denver County,School District No. 1,550,634.0,54.1,2.68,0.95,56.62,35.8,0.95,0.16,2.84,16.3,2020.0
80291001878,Sky Vista Middle School,6,8,Middle,-18.0,True,4500 S Himalaya Street,Aurora,CO,80015,5530,39.6344,-104.748,Arapahoe County,Cherry Creek School District No. 5,551,929.0,26.59,15.07,8.18,20.45,47.04,0.22,0.0,9.04,18.4,2020.0
80723001247,Skyline Vista Elementary School,PK,6,Elementary,14.0,True,7395 Zuni Street,Denver,CO,80221,7404,39.8301,-105.016,Adams County,Westminster Public Schools,552,353.0,84.7,2.27,2.83,82.44,9.63,0.57,0.0,2.27,14.0,2020.0
80690001401,Skyview Elementary School,K,5,Elementary,-107.0,True,5021 East 123rd Avenue,Thornton,CO,80241,3203,39.9195,-104.9288,Adams County,Adams 12 Five Star Schools,553,431.0,40.37,0.93,3.71,47.1,45.94,0.46,0.0,1.86,18.3,2020.0
80480000782,Slater Elementary School,PK,5,Elementary,-57.0,True,8605 West 23rd Avenue,Lakewood,CO,80215,1736,39.7517,-105.0939,Jefferson County,Jefferson County School District No. R-1,554,268.0,77.99,4.85,0.37,50.75,39.55,1.12,0.0,3.36,13.7,2020.0
80336001524,Slavens K-8 School,K,8,Elementary,-2.0,True,3000 South Clayton Street,Denver,CO,80210,6704,39.6619,-104.956,Denver County,School District No. 1,555,748.0,5.88,1.6,2.81,8.42,79.28,0.0,0.13,7.75,18.1,2020.0
80336000407,Smith Elementary School,PK,5,Elementary,5.0,True,3590 Jasmine Street,Denver,CO,80207,1350,39.7667,-104.9185,Denver County,School District No. 1,556,435.0,87.36,30.34,0.69,57.93,7.59,0.46,0.0,2.99,14.0,2020.0
80291000203,Smoky Hill High School,9,12,High,-19.0,True,16100 East Smoky Hill Road,Aurora,CO,80015,1751,39.6278,-104.7996,Arapahoe County,Cherry Creek School District No. 5,557,2160.0,41.99,18.24,6.94,24.58,41.9,0.93,0.56,6.85,19.9,2020.0
80654006565,Soar Academy,6,12,High,-8.0,False,4107 S. Federal Blvd.,Englewood,CO,80110,6204,39.640579,-105.02668,Arapahoe County,Sheridan School District No. 2,558,94.0,79.79,1.06,0.0,72.34,19.15,4.26,0.0,3.19,15.6,2020.0
80258000150,South Elementary School,PK,5,Elementary,-45.0,True,305 South 5th Avenue,Brighton,CO,80601,2111,39.9818,-104.8175,Adams County,School District 27J,561,445.0,71.91,1.35,0.45,76.63,19.55,0.0,0.0,2.02,17.1,2020.0
80336000408,South High School,9,12,High,70.0,True,1700 East Louisiana Avenue,Denver,CO,80210,1810,39.6922,-104.9662,Denver County,School District No. 1,562,1636.0,45.97,12.9,6.91,30.13,44.8,0.98,0.37,3.91,18.0,2020.0
80480000784,South Lakewood Elementary School,K,5,Elementary,-69.0,True,8425 West 1st Avenue,Lakewood,CO,80226,1218,39.719,-105.0926,Jefferson County,Jefferson County School District No. R-1,563,397.0,48.36,3.53,1.51,40.05,51.13,0.0,0.0,3.78,15.7,2020.0
80234000079,South Middle School,6,8,Middle,-36.0,True,12310 East Parkview Dr,Aurora,CO,80011,8311,39.7207,-104.8441,Arapahoe County,Aurora Joint District No. 28,564,760.0,91.97,18.42,2.37,65.66,5.53,1.18,2.5,4.34,17.9,2020.0
80258000151,Southeast Elementary School,PK,5,Elementary,14.0,True,1595 Southern Street,Brighton,CO,80601,3603,39.9811,-104.802,Adams County,School District 27J,565,490.0,53.27,1.02,0.82,58.16,36.94,0.0,0.0,3.06,16.8,2020.0
80249000134,Southern Hills Middle School,6,8,Middle,2.0,True,1500 Knox Drive,Boulder,CO,80305,6617,39.9747,-105.2448,Boulder County,Boulder Valley School District No. Re2,566,530.0,4.53,0.75,6.04,6.04,79.81,0.0,0.19,7.17,19.0,2020.0
80336001679,Southmoor Elementary School,PK,5,Elementary,0.0,True,3755 South Magnolia Way,Denver,CO,80237,1219,39.6481,-104.912,Denver County,School District No. 1,567,441.0,31.07,9.3,2.72,17.01,64.63,0.23,0.68,5.44,16.4,2020.0
80480001487,Standley Lake High School,9,12,High,-18.0,True,9300 West 104th Avenue,Westminster,CO,80021,3686,39.8845,-105.101,Jefferson County,Jefferson County School District No. R-1,568,1318.0,31.87,1.14,7.59,20.49,65.17,0.83,0.08,4.7,19.0,2020.0
80336000410,Steck Elementary School,PK,5,Elementary,0.0,True,450 Albion Street,Denver,CO,80220,4981,39.723705,-104.938544,Denver County,School District No. 1,570,352.0,14.2,3.98,3.69,14.49,69.32,0.28,0.0,8.24,16.8,2020.0
80336000411,Stedman Elementary School,PK,5,Elementary,0.0,True,2940 Dexter Street,Denver,CO,80207,2643,39.7596,-104.9324,Denver County,School District No. 1,571,337.0,48.07,29.38,0.59,25.22,38.87,0.3,0.0,5.64,14.0,2020.0
80336000412,Steele Elementary School,K,5,Elementary,-28.0,True,320 South Marion Parkway,Denver,CO,80209,2528,39.7102,-104.9717,Denver County,School District No. 1,572,489.0,7.98,1.23,1.64,10.43,79.35,0.2,0.0,7.16,17.5,2020.0
80690006303,Stellar Elementary School,K,5,Elementary,-4.0,True,3901 East 124th Avenue,Thornton,CO,80241,3529,39.9225,-104.9423,Adams County,Adams 12 Five Star Schools,573,513.0,50.29,1.75,4.87,48.15,38.79,1.17,0.0,5.26,16.2,2020.0
80480006511,Stevens Elementary School,PK,5,Elementary,-67.0,True,4001 Reed Street,Wheat Ridge,CO,80033,4811,39.771082,-105.076337,Jefferson County,Jefferson County School District No. R-1,575,343.0,68.8,2.62,1.75,49.85,40.82,0.87,0.0,4.08,14.5,2020.0
80480000787,Stober Elementary School,K,5,Elementary,-111.0,True,2300 Urban Street,Lakewood,CO,80215,1127,39.7516,-105.1323,Jefferson County,Jefferson County School District No. R-1,576,250.0,34.4,1.6,2.0,15.6,74.4,0.0,0.0,6.4,16.0,2020.0
80345006309,Stone Mountain Elementary,PK,6,Elementary,-6.0,True,10625 Weathersfield Way,Highlands Ranch,CO,80129,1849,39.5241,-105.0029,Douglas County,Douglas County School District No. Re 1,577,672.0,1.34,0.6,2.23,7.44,82.29,0.3,0.0,7.14,18.4,2020.0
80480001385,Stony Creek Elementary School,PK,5,Elementary,-15.0,True,7203 South Everett,Littleton,CO,80128,4157,39.5858,-105.0976,Jefferson County,Jefferson County School District No. R-1,578,404.0,36.63,1.24,5.2,15.59,73.27,0.25,0.0,4.46,16.9,2020.0
80480000788,Stott Elementary School,PK,5,Elementary,93.0,True,6600 Yank Way,Arvada,CO,80004,2264,39.816,-105.1423,Jefferson County,Jefferson County School District No. R-1,579,306.0,25.82,0.33,1.31,14.05,77.78,0.33,0.33,5.88,20.2,2020.0
80690001190,Stukey Elementary School,K,5,Elementary,7.0,True,11080 Grant Drive,Northglenn,CO,80233,3312,39.8978,-104.9805,Adams County,Adams 12 Five Star Schools,580,392.0,80.61,2.55,4.34,63.78,24.49,1.53,0.26,3.06,16.0,2020.0
80336006491,Summit Academy,6,12,High,-3.0,False,5590 W Evans Ave.,Denver,CO,80227,,39.67889,-105.056551,Denver County,School District No. 1,581,222.0,88.74,0.9,0.0,92.79,5.86,0.0,0.0,0.45,10.5,2020.0
80291001468,Summit Elementary School,PK,5,Elementary,-5.0,True,18201 East Quincy Ave,Aurora,CO,80015,3287,39.6401,-104.7763,Arapahoe County,Cherry Creek School District No. 5,582,400.0,51.5,10.5,4.25,29.5,46.0,0.75,0.0,9.0,14.0,2020.0
80480001054,Summit Ridge Middle School,6,8,Middle,-42.0,True,11809 West Coal Mine Road,Littleton,CO,80127,4850,39.6036,-105.1313,Jefferson County,Jefferson County School District No. R-1,583,1019.0,22.77,0.49,5.0,18.16,72.23,0.1,0.0,4.02,19.7,2020.0
80345000044,Summit View Elementary School,PK,6,Elementary,-9.0,True,10200 South Piedmont Drive,Highlands Ranch,CO,80126,5500,39.5313,-104.9618,Douglas County,Douglas County School District No. Re 1,584,523.0,2.68,0.19,5.16,9.18,78.2,0.19,0.0,7.07,17.4,2020.0
80291001378,Sunrise Elementary School,PK,5,Elementary,-51.0,True,4050 South Genoa Way,Aurora,CO,80013,4589,39.6437,-104.7573,Arapahoe County,Cherry Creek School District No. 5,585,512.0,55.47,14.45,3.91,36.91,30.66,0.98,0.2,12.89,16.4,2020.0
80723001248,Sunset Ridge Elementary School,PK,5,Elementary,-12.0,True,9451 Hooker Street,Westminster,CO,80030,2758,39.8691,-105.0289,Adams County,Westminster Public Schools,586,314.0,78.03,0.64,1.91,77.07,15.92,0.64,1.59,2.23,14.8,2020.0
80249001518,Superior Elementary School,K,5,Elementary,0.0,True,1800 South Indiana St.,Superior,CO,80027,8313,39.9378,-105.1564,Boulder County,Boulder Valley School District No. Re2,587,435.0,3.91,0.0,8.28,6.67,78.62,0.23,0.0,6.21,18.3,2020.0
80336000414,Swansea Elementary School,PK,5,Elementary,33.0,True,4650 Columbine Street,Denver,CO,80216,2833,39.7813,-104.9567,Denver County,School District No. 1,588,467.0,93.58,4.28,0.21,90.58,3.43,0.43,0.0,1.07,13.7,2020.0
80480000790,Swanson Elementary School,PK,5,Elementary,-195.0,True,6055 West 68th Avenue,Arvada,CO,80003,4117,39.8207,-105.064,Jefferson County,Jefferson County School District No. R-1,589,259.0,68.73,1.16,5.02,46.72,44.02,1.54,0.0,1.54,12.4,2020.0
80336006518,Swigert International School,PK,5,Elementary,-18.0,True,3480 Syracuse Street,Denver,CO,80238,,39.7648,-104.8982,Denver County,School District No. 1,590,587.0,9.2,4.43,4.09,13.12,71.72,0.68,0.0,5.96,17.5,2020.0
80690001175,Tarver Elementary School,PK,5,Elementary,87.0,True,3500 Summit Grove Parkway,Thornton,CO,80241,1322,39.9374,-104.9475,Adams County,Adams 12 Five Star Schools,591,475.0,17.68,0.84,4.42,30.74,58.74,0.42,0.0,4.84,20.2,2020.0
80336000415,Teller Elementary School,PK,5,Elementary,-40.0,True,1150 Garfield Street,Denver,CO,80206,3513,39.7344,-104.9436,Denver County,School District No. 1,592,529.0,21.17,9.26,1.7,10.21,70.7,0.38,0.38,7.37,16.4,2020.0
80723001249,Tennyson Knolls Preparatory School,PK,8,Elementary,1.0,True,6330 Tennyson Street,Arvada,CO,80003,6708,39.8117,-105.0433,Adams County,Westminster Public Schools,593,318.0,79.25,1.57,9.75,66.35,19.18,0.31,0.31,2.52,13.9,2020.0
80336000417,Thomas Jefferson High School,9,12,High,6.0,True,3950 South Holly Street,Denver,CO,80237,1117,39.6466,-104.9214,Denver County,School District No. 1,596,1235.0,48.02,16.84,4.05,35.14,37.09,0.57,0.16,6.15,19.0,2020.0
80480000792,Thomson Elementary School,K,5,Elementary,-43.0,True,7750 Harlan Street,Arvada,CO,80003,2417,39.8374,-105.0615,Jefferson County,Jefferson County School District No. R-1,597,272.0,70.96,1.47,4.04,42.28,45.96,1.84,0.0,4.41,14.2,2020.0
80690001191,Thornton Elementary School,PK,5,Elementary,-59.0,True,900 Eppinger Boulevard,Thornton,CO,80229,3504,39.8647,-104.9746,Adams County,Adams 12 Five Star Schools,598,413.0,86.68,3.15,1.94,71.67,20.82,0.73,0.0,1.69,16.5,2020.0
80690001192,Thornton High School,9,12,High,-21.0,True,9351 Washington Street,Thornton,CO,80229,3520,39.8668,-104.98,Adams County,Adams 12 Five Star Schools,599,1608.0,60.82,3.79,4.79,69.34,19.78,1.0,0.06,1.24,17.9,2020.0
80690001183,Thornton Middle School,6,8,Middle,-31.0,True,9451 Hoffman Way,Thornton,CO,80229,3535,39.8675,-104.9768,Adams County,Adams 12 Five Star Schools,600,994.0,78.17,4.73,1.71,78.97,12.58,0.5,0.2,1.31,17.1,2020.0
80291000034,Thunder Ridge Middle School,6,8,Middle,-31.0,True,5250 South Picadilly Street,Aurora,CO,80015,3300,39.6218,-104.7364,Arapahoe County,Cherry Creek School District No. 5,602,1254.0,29.03,10.85,5.02,22.65,53.83,0.48,0.24,6.94,17.7,2020.0
80345001529,Thunderridge High School,9,12,High,-9.0,True,1991 Wildcat Reserve Parkway,Highlands Ranch,CO,80129,5475,39.535,-105.0113,Douglas County,Douglas County School District No. Re 1,604,2042.0,5.83,0.83,4.75,11.9,76.4,0.34,0.2,5.58,20.1,2020.0
80345001963,Timber Trail Elementary School,PK,5,Elementary,18.0,True,690 West Castle Pines Parkway,Castle Rock,CO,80108,8401,39.4731,-104.899,Douglas County,Douglas County School District No. Re 1,605,357.0,1.96,0.28,1.12,6.16,89.08,0.0,0.0,3.36,18.0,2020.0
80291001405,Timberline Elementary School,PK,5,Elementary,-85.0,True,5500 South Killarney Street,Centennial,CO,80015,3666,39.6167,-104.7479,Arapahoe County,Cherry Creek School District No. 5,606,613.0,21.86,5.55,8.48,17.78,58.56,0.65,0.0,8.97,19.4,2020.0
80234001324,Tollgate Elementary School Of Expeditionary Learni,K,5,Elementary,18.0,True,701 South Kalispell Way,Aurora,CO,80017,2151,39.7026,-104.8022,Arapahoe County,Aurora Joint District No. 28,607,506.0,86.17,19.76,3.75,52.77,13.83,0.4,1.98,7.51,15.6,2020.0
80345001585,Trailblazer Elementary School,PK,6,Elementary,-16.0,True,9760 South Hackberry,Highlands Ranch,CO,80126,6426,39.5396,-105.0216,Douglas County,Douglas County School District No. Re 1,608,413.0,8.47,1.69,2.42,11.62,80.15,0.24,0.0,3.87,15.7,2020.0
80291001330,Trails West Elementary School,PK,5,Elementary,57.0,True,5400 South Waco Street,Centennial,CO,80015,2600,39.6186,-104.7796,Arapahoe County,Cherry Creek School District No. 5,609,460.0,26.09,5.0,5.43,17.61,61.09,0.0,0.0,10.87,16.1,2020.0
80336000418,Traylor Academy,PK,5,Elementary,-82.0,True,2900 South Ivan Way,Denver,CO,80227,3836,39.6609,-105.0626,Denver County,School District No. 1,611,438.0,75.8,3.42,3.65,73.74,15.3,2.05,0.0,1.83,16.0,2020.0
80336006389,Trevista At Horace Mann,PK,5,Elementary,-112.0,True,4130 Navajo Street,Denver,CO,80211,2534,39.7736,-105.0033,Denver County,School District No. 1,612,379.0,81.53,17.15,1.32,63.85,13.72,1.06,0.0,2.9,12.7,2020.0
80258006401,Turnberry Elementary,PK,5,Elementary,50.0,True,13069 East 106th Place,Commerce City,CO,80022,7032,39.891,-104.8341,Adams County,School District 27J,613,711.0,28.69,3.38,2.95,43.88,45.71,0.28,0.28,3.52,20.1,2020.0
80531000891,Twain Elementary School,K,5,Elementary,-108.0,True,6901 South Franklin Street,Centennial,CO,80122,1317,39.5904,-104.9705,Arapahoe County,Littleton School District No. 6,614,287.0,14.63,1.39,3.48,9.76,76.31,0.0,0.0,9.06,16.0,2020.0
80249000135,University Hill Elementary School,PK,5,Elementary,-7.0,True,956  16th Street,Boulder,CO,80302,7316,40.0051,-105.2718,Boulder County,Boulder Valley School District No. Re2,615,464.0,55.17,0.43,0.22,67.89,27.8,0.22,0.22,3.23,14.6,2020.0
80336000419,University Park Elementary School,K,5,Elementary,-42.0,True,2300 South St Paul Street,Denver,CO,80210,5536,39.6744,-104.9505,Denver County,School District No. 1,616,436.0,21.33,5.28,5.05,13.53,66.97,0.69,0.0,8.49,15.7,2020.0
80480001450,Ute Meadows Elementary School,PK,5,Elementary,-50.0,True,11050 West Meadows Drive,Littleton,CO,80127,2871,39.585,-105.1213,Jefferson County,Jefferson County School District No. R-1,617,383.0,8.36,0.0,2.87,12.27,80.16,0.26,0.0,4.44,16.0,2020.0
80336000420,Valdez Elementary School,PK,5,Elementary,-199.0,True,2525 West 29th  Avenue,Denver,CO,80211,3711,39.7589,-105.0184,Denver County,School District No. 1,618,431.0,44.78,1.16,0.0,66.36,30.39,0.0,0.0,2.09,16.8,2020.0
80555000959,Valley View K-8,K,8,Elementary,45.0,True,660 West 70th Avenue,Denver,CO,80221,2818,39.8231,-104.9954,Adams County,Mapleton School District No. 1,619,0.0,,,,,,,,,,2020.0
80336000421,Valverde Elementary School,PK,5,Elementary,-29.0,True,2030 West Alameda Avenue,Denver,CO,80223,1923,39.7106,-105.0113,Denver County,School District No. 1,620,272.0,95.22,3.68,1.1,87.87,3.68,0.74,1.84,1.1,10.8,2020.0
